"Honesty-Humility","Emotionality","Extraversion","Agreeableness","Conscientiousness","Openness"
"1.4","3","3.6","2.5","2.3","3.4"
"2.25","3.75","3.25","2.5","3","4"
"2.2","1","3.7","2.6","2.4","4.1"
"3.9","2.6","2.2","2.3","3.9","4.4"
"2.75","3.25","5","3.25","4.25","3.5"
"3.4","2.8","2.8","2.3","2.7","3.6"
"4.75","2.5","1.25","3.25","5","3.5"
"1.75","3","3.75","3.25","3","3"
"2.7","4","4","3.2","4.6","4.8"
"4.75","1.5","1","3.5","1.25","5"
"3.4","4.6","1","4.2","2.2","4.2"
"3","3.3","2.8","2","4","4.2"
"1.8","3.6","2.9","1.8","4","4.2"
"2.4","2.2","4.2","3","2.5","3.3"
"2.6","2.3","2.6","3.6","3.5","3"
"3.1","1.5","3.8","3.2","1.8","4.4"
"3.5","3.25","3","3","3.75","3.75"
"3.25","4.5","2","2","3","3.5"
"3.2","3","2.7","2.7","2.8","3.7"
"3.3","2.8","2.1","3.2","3.5","3.6"
"1.8","1.4","3.9","3.3","3","4.9"
"3.45","3.3","2.8","3.1","2.2","3"
"2.5","3.75","2.5","2.75","2.5","4"
"2.25","3.75","3","4","4","4"
"3.5","4.2","2.6","3.5","3.6","4"
"4.25","4.75","1.5","1.5","4.25","4.75"
"3","3.25","1.75","1.25","2.25","2.75"
"2.5","4.4","2","2.8","2.4","1.2"
"3.2","3.4","2.6","3.6","2.4","3.9"
"2.25","5","5","2","4.25","4.5"
"3.9","3.3","2.6","4.7","1.7","2.9"
"2.4","3","2.9","2","1.8","2.8"
"3.3","3.6","2.3","2.7","3.1","4.1"
"4","3.5","2.5","1.5","1.9","4.4"
"1.25","4","5","3.75","4.5","5"
"4.1","3.8","3","4","2.8","3.1"
"3.1","2.2","3.2","2.2","2.1","2.1"
"3.25","3.25","4.5","3.25","2.75","5"
"5","1.75","1.75","3","4.25","4.25"
"3.75","4.25","2.75","1","3.75","2.5"
"4.1","3.6","3.7","4.1","3.4","4.9"
"3.75","3.75","2.75","4","2.25","4.25"
"2","3.25","3.5","4.5","2","3.25"
"3.75","4.5","1","1.75","3.25","2.5"
"4.4","1.2","3.1","3.2","1.9","2.8"
"3.9","4.9","3.6","4","2.6","2.6"
"2.4","4.9","2","1.8","4","2.3"
"2.5","2.7","3.9","2.8","2.3","2.3"
"3","2.25","3.75","3.5","2.75","4"
"2.5","3.25","4.75","5","1","2.5"
"3.8","3.5","3.3","4.1","2.9","4"
"3.5","3.75","2.25","1.75","1.5","4"
"4.5","4.75","1.5","1.5","2.75","3.75"
"2.7","3.1","4.9","4.4","2.4","3.9"
"3.4","2.4","4.3","4","3","2.8"
"2.5","2.75","3","5","3.75","5"
"4","4.1","1","1.4","2.82","3.44"
"3.4","3.5","3.4","3.6","2.4","4"
"2.3","3.9","4.4","1.2","3.2","4.1"
"3.9","3.8","2.7","3.1","3.7","4.8"
"4","5","1","2.75","2.5","4"
"3.75","2.5","3.5","2","4","5"
"2.3","3.1","3.5","1.7","2.4","2.7"
"3.7","3.3","3.5","3.4","2.8","4.4"
"3.4","1.4","1.4","1.8","1.4","2.2"
"4.2","2.4","3.7","2.6","3.7","3.9"
"4.3","4.2","2.2","3.6","3.3","4.6"
"2.5","3.75","3.25","3.5","3.5","4.25"
"3.3","4.1","2.1","2","3.6","3.6"
"3.5","3","1","2","4","3"
"2.5","2.75","4.25","3.75","4.5","2.75"
"2.8","4.36","1.92","2.3","1.5","4.11"
"3.1","3.6","2","1.5","4.3","4.3"
"3.2","3.6","2.4","2","3.3","4"
"3.2","3.2","2.8","3.7","2","3.4"
"3.5","3","3.8","3.4","3.3","3.4"
"3","2.75","2","2.5","4.25","3.75"
"4.3","3.5","2","1.4","3.5","2.9"
"3.6","3.3","2.2","2.3","1.9","3.3"
"3.4","4.5","2.8","2.5","4","4.5"
"3.5","3.9","3.4","2.9","3.1","4.2"
"1.75","1.5","2.25","2.25","1.5","4.5"
"4","1.75","2.75","2.25","2.25","2"
"2.5","4.5","3.75","2.5","1","1.75"
"3.9","2.6","2.4","2.8","3.9","4"
"3","4","2.5","2","3.75","3"
"3.1","3.6","3.1","3.1","2.9","3.6"
"4.7","2.4","2.7","4","2.8","3.4"
"3.8","2.1","3.1","3.9","2.3","3.1"
"3.9","4.8","2.7","3.2","3","3.2"
"4","2.8","3.7","3.4","2.7","3.4"
"3.6","2.4","2.3","4.7","4","4.8"
"3.5","5","1.7","2.5","4.1","2.8"
"4","1","1","1","1","5"
"5","5","2","3.75","1.25","3"
"2.8","3.9","2.6","3.5","2.9","3"
"4.2","3","2.2","3.4","3","3.2"
"2.2","1.4","4.9","2.7","1.9","2.2"
"4.4","4.5","1.9","2","2","3.5"
"2.5","3","4","2.25","3.75","4"
"2.9","3.5","3.1","3.9","3.4","4.3"
"3.3","3.9","3","1.5","4.1","4.4"
"2.7","4.1","3.2","3.6","2.2","3.8"
"2.25","3","5","3.5","1.5","4"
"3","3.8","1.9","3.2","4.5","4.4"
"4.7","2.7","3.5","3.2","4.1","3.3"
"3.4","2.2","4","1.6","3.1","4.3"
"3.5","3.75","4.25","3.5","4.25","4.75"
"3.1","2.9","2","1.9","3.8","2.8"
"3.7","2.5","1.6","3.2","3.9","2.6"
"2","4.75","2.25","1.25","3","3"
"2.5","2.5","2.75","2.5","4","5"
"2.2","2.6","3.1","2.4","2.4","2.27"
"2.4","3.5","2.8","2.7","3.7","4"
"3.5","2.91","2.7","2.1","1.7","4.2"
"2.5","4.25","4.25","2.75","2.25","3"
"4","2.5","3.75","2","4","4.5"
"3.5","3","2.75","2","4.5","4.25"
"4","4.25","2","2","3.5","4"
"3.45","3.69","2.33","4.33","3.1","5"
"2.2","1.2","2.7","3.7","2","4"
"3.5","3.5","1.6","4.2","3.9","3.9"
"3.6","2.9","1.6","2.1","3.4","3.4"
"2.6","2","3","2.3","3","2.8"
"4.2","4.4","2.1","3.6","4","4.6"
"3","3.5","2.3","2.6","3.4","4.1"
"4.3","4.6","2","3.5","4.6","4.5"
"3","3.25","3.5","2.75","3","3.75"
"3.5","3.3","2.6","3.2","3.6","2.5"
"4.3","4","3.1","3.9","3.9","3.9"
"2.5","2.25","4.75","3.5","3.75","4"
"3.3","4.3","2.6","2.8","3.8","4"
"2.4","3.7","2","1.5","3.9","4.7"
"4.5","4","1.6","3.8","2.4","4.3"
"2.9","3.2","3.2","3","2.8","2.5"
"3.73","4","2.5","2.9","1.9","4.89"
"2","3","3.25","1","3.25","1.5"
"2.9","3.2","2.2","3","2.7","3.8"
"2.7","2.5","3.2","3.6","2.2","3.4"
"3.3","4.9","3.6","3.9","4.6","2.6"
"4.25","3.25","1.5","3.5","1.75","5"
"4.2","2.7","2.4","3.2","2.1","3.5"
"3.75","4","2.5","2.25","2.5","3.75"
"3.3","4","2.46","2","4","4.4"
"2.5","4","3.75","2.25","3.75","4.75"
"2.7","3.9","2","3.6","2.4","4"
"4.9","3.1","1","2.5","3.8","4.8"
"4.75","4.25","1","3","4","4"
"4.75","1.25","1","4","1.25","3.5"
"3.64","1.64","3.5","2.44","1.58","2.56"
"3","2.2","3.9","2.6","2.8","4.7"
"4.4","2.3","2.2","2.5","3.5","4.5"
"3.25","4.5","1.75","1.25","3","2.5"
"3.5","3.6","3","2.8","2.7","3.3"
"3.5","5","4.5","2.5","3.25","3.75"
"3.4","3.8","2.4","3.2","3.5","3.3"
"3.36","2.45","3.07","3.73","5","2.18"
"2.9","4.9","2.9","3.6","3.2","3.1"
"4","4","2","2.5","1.25","4.5"
"3.6","3.8","2.6","3.4","2.6","3.3"
"3.6","4.6","2","2.3","3.8","4.5"
"3.6","2.6","3.3","2.9","2.4","1.2"
"2.3","1.5","3","2.8","2.5","2.6"
"3.9","3.5","2.7","3.3","2.4","2.3"
"2.1","1.9","2.1","1.7","1.8","1.7"
"3.3","3","1","3.5","4","3"
"4.1","2.9","2.8","3.6","2.9","4.1"
"3.5","3.5","2.4","3","2.3","2.9"
"3.4","3.1","2.4","3.9","2.1","4"
"2.8","2.4","4.1","3.3","3.1","3.8"
"2.6","3.6","1.9","2.9","2.7","3.7"
"2.9","3.1","1.5","3.4","2.1","2.5"
"3","3.9","3.5","2.7","2.5","3.8"
"2.75","2.25","4","1.5","2.25","5"
"3.4","2.6","2.6","2.6","3.4","3"
"4.4","3.7","2.2","2","4","2.45"
"3.5","4.5","2.25","3","4","3"
"2.6","4.1","2.3","3.1","2.2","4.7"
"2.4","1.8","3.5","2.8","4.5","3.7"
"3.2","3.1","3.8","4.2","3.1","3.5"
"3.2","2.6","2.5","2","3.9","3.6"
"4","3.3","3.1","3.3","3.3","4.4"
"3.1","2.5","2.7","3","2.9","3.5"
"3","3.1","3.8","2.2","4.7","4"
"3.5","3.6","1.1","2.9","1.7","2.6"
"2.5","1.75","4.75","3.5","1.5","4.5"
"2.6","4.1","2.5","1.9","2.7","3.4"
"3.4","3.4","2.7","4","1.9","3.2"
"2.9","3.9","3.1","3.7","3.3","3.9"
"3.5","1.9","2.4","3.3","1.6","2.6"
"3.75","4","2.25","4.5","4.25","5"
"3.7","3.1","2.9","2.5","3.4","3.9"
"3.5","3.3","1.5","2","4","4.3"
"3.75","4.25","2","1","4.25","4.5"
"3.25","3.5","3.5","3.25","1","4.5"
"3.9","4.1","2.8","2.7","2.6","3.7"
"2.75","4.25","3.5","2.25","4.5","4.5"
"3.5","3.3","2.9","4.4","2.3","3.2"
"3.9","4.4","1.8","2.6","2.6","4.1"
"2.6","1.4","1.8","1.8","3","3.4"
"3.3","3.8","2.5","3.5","2.6","3.6"
"1.8","3.8","2.2","1.7","2.7","4"
"3.5","3.9","2.1","2.1","3.6","4.1"
"2.7","3.1","2","3.4","1.3","2.7"
"4.3","5","2.7","1.6","4.7","4"
"3.1","2.3","4.4","3.6","3","4.4"
"3.7","3.4","2.8","2","2.8","3.5"
"3.3","5","2.2","3.2","2.1","4"
"3.9","2.1","3.1","3.2","3.5","3.5"
"3.2","3.6","3.6","2.8","1.3","3"
"4.3","3.4","2.3","3.4","4.2","4.2"
"3.4","4.3","3.4","2","3.3","4.1"
"5","4.5","1","1.5","4.75","4"
"4","3.75","4.25","2.5","1.75","1.75"
"2.5","2.9","3.1","2.8","3","3.8"
"4.1","4.6","2.7","3.9","2.8","2.5"
"3.2","1.4","2.7","2.4","3.7","3.4"
"4.75","2.5","1.5","2.75","4.5","4.75"
"2.6","4","4.3","4.6","3.1","3.2"
"2.1","3.8","3.7","3.6","1.8","4.1"
"2.2","3.5","3.3","2.9","4.1","4.2"
"2.4","3.9","2.7","4.3","3.1","2.6"
"2.7","3.5","3.2","3","1.4","3.9"
"2.6","4.9","3","1.8","1.1","4.3"
"3.25","3.25","2.5","4","2.75","4"
"2.7","2.8","3.5","4.4","2","4.2"
"4","3.25","1.75","3.25","3.25","5"
"2.9","1.2","4.5","3.7","3.1","2.2"
"4.1","3.5","3.7","4","3.5","4.6"
"3.8","2.2","4","3.7","3.4","4.2"
"2.4","4.1","3.1","2.1","2.5","4.2"
"3.25","3.75","3.25","5","1","4"
"2.9","2.5","2.4","3.1","2.8","4.4"
"4","3.75","4.5","3.25","3","3"
"2.7","3.5","3.7","2.6","4.8","4.7"
"3.7","2","3.7","3.2","3","4.4"
"3.5","3.25","3.25","4","2.75","2.25"
"4.5","1.4","3.1","3.6","3.1","3.7"
"3.4","2.6","2.3","2.9","1.8","2"
"3.5","3.4","3.1","2.8","3.2","3.6"
"3.4","3","2.4","2.2","3.8","3.7"
"3.5","4.75","4.5","2.5","2.5","3.75"
"4","4","1","2.25","2.75","4.5"
"4.25","1","3.5","2.75","4","4"
"3.9","4.5","1.4","3.6","2.9","3.2"
"3","4.25","2.25","4","2","3.5"
"4.2","3","2.6","2.7","4.4","4.4"
"3.3","2.3","3.5","1","4.5","1.8"
"3.9","2.7","2.5","2.8","2.8","3.4"
"4","1.75","5","5","3.5","4.75"
"3","2","3.5","3.5","2.75","4.25"
"2.2","1.4","3.7","1.1","1.7","4.5"
"4.6","3.9","2.9","2.7","2.9","4.2"
"4","2","2.5","3","2.75","3.25"
"3.7","4.9","3.8","2.3","3.7","2.9"
"2.75","3.75","1.25","2.25","1.5","1.75"
"2.8","3","3.3","2.8","3.3","3.7"
"3.5","4.25","2.75","3.5","4.75","4.25"
"4.25","1.5","1.25","4","2","5"
"2.7","2.7","2.2","2","4.1","3.5"
"3","3","1.25","1.75","4.75","4.5"
"4.6","4.4","1.7","2.1","2.1","3.5"
"3.6","3.1","3.7","2.8","3.6","3.3"
"4.2","2.6","2.7","3.5","2.3","3.7"
"2.5","1.5","2.75","2.5","4.75","4.5"
"4","3.2","1.2","3.1","3.8","4.5"
"4.2","3.4","2.2","3.7","2.1","4.1"
"2.6","4.3","4","4.3","3.3","4.6"
"3.5","1.75","4.25","3.25","4.75","4.75"
"2.2","4.5","3.9","3.1","3.7","4.7"
"2.3","2.8","3.5","1.8","2.2","2.5"
"3","3.75","2.75","3.5","3","2.75"
"3","3","2.75","2","3","4"
"2.8","2.8","3.1","3.3","3.1","3.3"
"2.75","2.5","3.25","3.5","3.25","5"
"2.8","2","4.5","2","3.2","3.7"
"2.2","2.6","3.8","4.1","1.9","4"
"3.8","2.2","1.4","1.8","5","4.6"
"2.8","3","1.8","2.8","4","3.9"
"4.5","2.25","3.25","4.25","3","4.5"
"3.2","3.1","2.4","3.7","2.5","3.9"
"3.2","4.3","2.2","1.3","2.5","2"
"3.9","2.5","2.6","3.5","3.2","2.6"
"3.6","4.2","1.2","2.3","3","2"
"4.75","2","1.5","1","2.25","4.75"
"2","4.3","2.9","3.5","1.6","1.4"
"3.3","4","3.2","2.2","3.6","4.1"
"1.4","3.4","5","1.8","4","3.1"
"3.7","4.08","1.6","3.09","2.85","4"
"3.5","2.6","2.8","3.4","3.6","4.3"
"3.1","4.4","1.7","3.5","3.3","2.7"
"3.1","3.1","3.1","2.3","2.8","4.5"
"3.4","4.5","2.1","3.6","2.7","4.1"
"3","3.4","3.3","2.9","3.5","3.5"
"3.1","3.3","3.1","2.8","3.5","4.3"
"2.4","2.5","3.3","2.1","3.1","3.4"
"3.8","3.8","1.8","3.7","3.5","3.8"
"3.2","4.3","2.8","4","3.1","3.2"
"4.1","2.7","3.1","3.1","3","2.7"
"1.45","3.5","4.33","2.25","2.4","5"
"3.2","2.5","2.7","2.8","3","2.7"
"2.9","2.6","4.3","2.8","2.4","2.3"
"3","4.5","3.75","3.5","3.75","2.25"
"3.5","2.6","2.4","1.9","2.9","4.4"
"4.75","3.5","2.75","3.5","4.25","4.5"
"3.6","3.6","3.6","2.7","2.6","4"
"3.9","2.7","2.4","2.4","2.3","3.5"
"4.5","4","2.1","4.4","2.9","2.6"
"4.6","3.8","3","2.6","4.2","4.2"
"4.2","2.4","2","2.67","2.64","2"
"2.3","2.3","3.5","3","3.9","3.1"
"2.75","3.25","1.75","1.75","3","4"
"4","3.5","2.7","2.7","2.6","3.9"
"4.2","4.18","2.5","2.92","3","3.55"
"3.9","1.1","3.4","4.3","2.2","2.2"
"3.4","4.8","2.8","4.2","2.9","4.5"
"2","2.5","2.5","3","2.25","4.75"
"3.3","2.7","2.3","2.7","3","4.1"
"3.6","3.3","2.6","3.8","2.4","3.4"
"3.3","2.8","2.8","3.7","2.7","3.5"
"2.25","2.5","3","3","4.25","4.5"
"2.25","3","3","1","4","2.75"
"3.9","3.3","3","2.1","4.2","4.2"
"3","4.1","2.3","1.9","2.8","4.4"
"4.5","2.25","1.75","3.25","1.5","4.25"
"3.8","4","2.5","2.3","3.3","3.6"
"2.6","4.6","3.4","2.9","4","3.3"
"3.1","3.3","3","3.2","2.45","3.3"
"3.3","1.9","2.6","1.5","2.9","2.7"
"3.2","3.5","3.4","2.6","3.1","4"
"3.6","4.1","1.7","2.6","2.9","3.5"
"3","1.5","2","1","3.5","4.5"
"2","2.6","4.1","2.9","2.27","3.89"
"2.5","3","3.5","3.5","2.75","4"
"1.7","2.3","3.5","3","3.5","4.2"
"2.7","2.3","2.5","2.7","2.4","3.2"
"3.1","3.4","3.1","3.4","3.5","4.3"
"4.2","1.6","3","3.4","3.5","4.7"
"3.2","3.9","2.7","2.5","2.6","2.9"
"3.5","4","2.75","2.75","2.75","3.75"
"4","2.75","1.75","3","2.75","4.5"
"4.2","1.9","4","2.9","4","4.2"
"3.5","4","2.7","2.8","2.6","3.9"
"3","4.1","2.6","2.2","3.4","3.9"
"3.1","3.9","3.8","4.4","3.7","3.8"
"3.4","3.8","4.5","3.3","2.1","3.3"
"3.5","2.7","2","3.3","3.7","4.3"
"4","2.5","2.25","3.25","3.75","4.75"
"2.75","4.75","4.75","3.75","3.5","4.25"
"3.8","1.8","1.5","2.8","2.1","3.5"
"1.8","4.3","2.6","2.8","3","2.6"
"3.6","1.6","3","2.4","2.9","2.6"
"3.83","4.4","2.33","3.2","4.3","4.2"
"2.7","3.1","2.2","3.7","3.2","3"
"3.75","1.75","2.5","3.25","4.25","4.75"
"3.5","2.7","3","1.5","4.4","4.5"
"4.75","2.75","3.5","3.75","4","4.75"
"2.75","1.25","4.5","2","2.25","5"
"3.75","4","2","3.25","2.25","4.25"
"3.6","4.5","2.4","2.6","3.5","4"
"3.6","3.1","3.8","3.4","5","4.4"
"3.5","1","4","4.75","2.25","3.75"
"2.6","2.6","3.4","2.2","2.6","3.8"
"2.5","4","1.7","2.4","4.4","3.9"
"3.6","3.6","3.1","3.4","2.7","4.3"
"2.3","4.3","2.3","1.7","2.3","3.6"
"3.1","3.6","2.8","2.4","4.9","4.8"
"3.6","4.5","2.4","2.1","3.1","3.8"
"1.25","4.75","3.25","2.25","1.25","4"
"3.8","3.5","1.9","3.3","2","2.8"
"2.3","3.8","3.2","2.3","2.9","3.1"
"2.9","3.1","1.7","2.1","3.6","4.1"
"3.25","2.25","2.25","2.25","4.5","4.25"
"4.8","3.1","1.3","3.1","4.4","4"
"3.1","4","3","4.2","2.3","4.4"
"3","1","2.2","3.8","1.8","3"
"3.75","3.25","1.5","3.25","1.75","3"
"2.1","4.1","3.4","3.2","1.8","2.8"
"4","4.25","2.25","2.5","2","4.5"
"3.5","2.25","3","5","1.5","4.75"
"4.5","3.25","3.75","2.5","3.75","4.25"
"3.5","3.75","3.5","2.5","2.75","2.75"
"4.25","2.25","1.25","4.25","4.75","4"
"2.4","3.8","2.2","2.4","4","3.7"
"3.4","3.2","3.8","1.9","2.9","3.1"
"5","4.5","1","1.5","2","4.5"
"3","4.75","3.75","4.25","2.25","4.25"
"3.5","3.3","3.1","2.6","2.7","3.9"
"3.75","5","1.75","2.25","5","1.5"
"2.3","3.1","3.1","2.4","2.6","4.3"
"3.25","1.25","4.5","2.5","2","4.25"
"3.4","3.7","3.2","3.7","3.8","4.1"
"3.8","3","2.4","4.1","2.4","1.8"
"1.9","2.8","3.7","3","1.8","3.1"
"3.9","4.2","1.7","3.7","3.5","2.6"
"4.25","3.5","2","2.75","4","4.5"
"3.3","3.1","2.8","2.8","4.1","4.7"
"4.5","2.56","2.12","2.06","2.88","3.88"
"4.6","4.6","3","3.1","2.8","4.4"
"2.4","2.6","2.9","1.9","1","2.9"
"3","4.2","2.6","3.8","3","4.6"
"2.75","1.25","4","2.5","2.75","2.25"
"2.6","2.1","3.2","2.6","3.2","4.2"
"3","4.4","2.3","1.8","2","2.2"
"3.8","4","3.5","3.1","3.7","4.4"
"2.2","3","3.6","3.6","3.5","4.6"
"3.7","4.1","1.5","4.7","1.9","3.4"
"3.5","2.7","2.3","1.7","2.8","4"
"3.6","3.9","4.9","3.4","3.3","4.8"
"3.9","2.8","1","2","2.6","4.5"
"2.1","3.9","3.9","3.8","1.5","3.1"
"2.9","2.7","2.1","3.1","1.8","2.5"
"4.65","2.75","2.56","3.06","4.44","3.81"
"3.75","2.75","2.5","3.25","3.5","3.5"
"3.9","2.8","2.2","3.08","2.8","4.2"
"2.9","4.5","2.5","3.1","2","2.7"
"3.5","4","2.7","3.1","3.9","3.1"
"3.4","3.7","3.3","2.3","3.2","3.2"
"1.75","2.25","2","1.5","4.75","4"
"2.7","2.1","2.9","2.9","3.6","4.6"
"4.2","3","2.2","3.2","4.8","2.6"
"1.75","1.75","3.75","1.75","4","4.25"
"3.2","4.7","1.3","4.3","3.1","3.3"
"4.3","2.1","3.3","4.3","2.4","4"
"2.75","1.75","3","3.5","4","4.25"
"2.3","3.3","3.82","3.4","2.3","3.7"
"4.1","2.4","5","2.9","4.7","5"
"3.6","4.4","3.3","3.6","3.6","2.6"
"3.5","2","1.75","1.75","1.75","4"
"3.25","3.75","3.75","2","1.25","4.75"
"3.25","3.25","2.25","4.5","2.25","3.75"
"3.1","3.9","1.55","4","3.6","4.5"
"2.4","4.2","1.1","2.3","2.4","2.8"
"3.25","4.75","1.75","2","1.25","3"
"3.3","2.9","4.2","2.3","2.3","4.3"
"3.8","3.4","2.7","2.7","3.4","3.3"
"3.4","3","1.8","3.8","3","2.6"
"3.25","3","3.5","4.5","5","5"
"2.8","4.1","2.8","3.7","2.1","3.1"
"2","3.8","2.2","1.4","4.2","1.4"
"3.4","3.8","2.5","3.2","2.9","3.5"
"4.1","2.6","2.9","3.1","2.6","4.2"
"3.5","3.4","4.6","3.3","4","4.8"
"3","3","2.4","4","2.4","2.8"
"2.6","4","1.7","2.2","2.3","3.3"
"1.69","1.3","4.7","2.7","1.88","4.09"
"4.4","2.9","1.9","3.8","3.7","4.3"
"2.6","4.8","2.4","1.6","2.9","2.7"
"3","3","3","2.2","3.6","2.7"
"3.4","4.8","2.7","3.2","3.3","3.5"
"3","2","3.75","3.5","1.25","4.5"
"3.2","3","3.3","3.5","3.6","4.3"
"2.75","3.25","3","1.25","3.5","4.75"
"3.9","2.2","3.2","3","3.7","4.5"
"2","3","4","5","5","3"
"2.75","3.5","2","1.5","3.75","3.25"
"2.5","2.25","4.75","2","1.75","3.75"
"3.1","2.7","2.9","3","3.1","2.5"
"3.4","3.4","3.9","3.9","2.1","4.3"
"3","4.5","1.75","4","3","3.5"
"2.9","3","2.1","3.7","2.3","4.1"
"3.6","4.3","3.5","3.2","3.7","4.2"
"3.6","2.8","1.6","2.7","2.1","2.3"
"3.4","2.8","2.8","2.6","3.8","3.8"
"3.1","2.7","3.8","2.4","2.9","3.9"
"3.9","2.6","2.1","2.6","2.4","2"
"3.8","1.4","1","3","3","5"
"3.25","2.75","3.5","3.5","2.75","3.75"
"3.9","3.9","1.9","3.5","2.7","3.6"
"2.75","3.75","3.25","2.5","2.5","3"
"3.5","3.25","2","3.25","4","3"
"3.3","3.5","4.5","3.6","3.1","4.5"
"3.3","3","1.1","2.6","4.2","3.2"
"4.25","4","1.75","2.25","1.5","3.75"
"2.1","2.8","4.3","3.9","2.6","4.6"
"3.27","2.8","3.2","3.8","2.6","3.4"
"4.8","1.4","3.1","3.8","3","3.7"
"2.75","4","2.5","2.25","3","3.75"
"2","5","3.5","2","1.75","4"
"2.5","3","2.5","3","2","1.75"
"4.3","3.9","2.8","2.8","3.4","4.5"
"3.1","2","4.8","2.9","4.9","1.9"
"3.5","3","3.25","3.5","1.5","2.25"
"3.2","3.27","3.1","2.7","2.8","3.44"
"3.1","2.3","2.9","1.8","3.1","4.2"
"3.3","3.1","2.7","1.9","3.3","4.4"
"2.7","3.8","2.7","2.6","4.4","4.1"
"1.75","2.5","3.5","1","4.25","4"
"3","2.5","5","3.5","2.5","2.75"
"2.7","3","2.8","2.6","3.1","3.5"
"3.75","2.5","1.75","2.5","5","2.25"
"3.1","2.9","2.5","3.7","1.8","3.1"
"2","2.75","4","3.25","2.5","2.75"
"2.2","2.9","3","2.1","2.3","2.6"
"3.25","2.25","2","3.5","2.75","4.5"
"2.6","3.1","4.2","3","3.1","4.7"
"1","2.5","3","1.25","4","3.5"
"1.8","2.6","2.4","2.2","3.9","5"
"2","1.6","3.9","2.4","3.8","4.5"
"3.6","4.2","2.8","3.3","2","4"
"1.8","2.5","4.4","3","4.4","4.1"
"3.25","4","1.25","1.75","3.5","4.5"
"3","2.91","3","3.7","3.7","4.4"
"3.9","3.6","3.1","4.1","3.1","4.3"
"2.5","2.4","1.9","2.7","1.5","2.6"
"2.75","2.5","5","2.75","4","4"
"4","3.5","1","3.75","4.25","4"
"3.5","3.3","3.6","2.8","3.1","3.5"
"2.6","3.3","3","2.4","2.2","3.91"
"3.4","1.8","1.8","3.4","3.8","3.8"
"3.6","3.7","2.7","3","3.6","4.2"
"4.5","2.25","3.5","4","3.75","3.75"
"3.8","1.8","4","3.9","3.6","4.1"
"5","1.7","2.9","4.6","4.1","3.9"
"4.25","3.75","3","3.75","3.25","3.25"
"2.75","3.5","2.5","3.25","4.25","3.25"
"2.6","4.2","3.7","3.7","1.7","4.4"
"3.9","3.6","1.7","3.3","2.4","2.9"
"3.3","3.6","2.9","3.5","1.8","4.1"
"3.7","4.2","1.8","3.5","2.7","3.9"
"4.2","2.9","2.4","2.3","3","3.4"
"3.5","3.7","3.5","2.7","2.6","2.2"
"3.8","3","2.2","3","4.9","3"
"3","3.8","2.8","2.5","3.4","3"
"2.6","4.9","2","2.2","2.4","3.7"
"2.6","3.3","3.1","2.8","1.5","3.9"
"3.4","2.2","2.6","2.7","2.5","3.1"
"2.8","3.8","3.8","3.6","2.2","3.5"
"2.9","3.6","2.2","4","2.6","3.2"
"3.3","2.5","2.5","2","1.5","2.9"
"3","4.3","4.1","3.9","3","3.8"
"2.6","1.2","3.4","3.2","2.7","2.1"
"3.1","3.2","2.1","3","3.2","3.1"
"2.6","3.5","2.3","2.8","3","3.9"
"4.4","2.6","1.3","1.6","4.5","3.6"
"2.7","2.1","3.2","4","3.3","3"
"4.2","3.4","2.9","3.4","3.8","2.4"
"3.25","1.5","4.25","4","4","4.5"
"4.7","2.5","4","3.2","3.6","4.2"
"4","4","2.5","3.75","2.75","4.5"
"1.9","3.5","3","1.7","2.7","4.5"
"3.2","3.8","3.4","2.9","3.4","4"
"2.5","5","2","1.75","3","3.25"
"2.5","3.25","2.75","2.5","2.5","2.75"
"4","2.8","4.2","2.8","4.4","3.7"
"2","1","3.5","1.75","2","3"
"3","3.25","4","3.75","3.5","4.75"
"2.25","2.75","2.75","2.75","4","4.75"
"3.5","3.5","2","1.75","3.5","3.5"
"3","2.5","3.5","2.25","3","2"
"4.5","2.8","2.6","3.6","3","4.2"
"2.25","2","3.75","3","2.5","2.75"
"3","4.25","2.25","3.25","4.5","3.5"
"3.1","3.6","2.5","3.6","3.1","4"
"3.25","2.5","1.75","2.25","2.25","4"
"2.73","2.2","3.4","2.92","3.82","4.27"
"2.9","2.5","2.7","2.9","3.5","3.9"
"3.6","3.5","3.3","3.4","2.9","3"
"3","3","1.25","2","1.75","3.5"
"2.7","1.3","3.8","3.2","1.8","2.9"
"3.3","3.9","4","3.6","2.1","4.4"
"3.1","3.9","2.7","2","3.7","2.9"
"2.6","1.6","3.1","1.9","4.4","4.8"
"3.75","3","4","4","3.25","3.75"
"2.8","3","2.7","3.2","3.1","4.3"
"4","2","3","2","5","5"
"3.5","4.2","3.8","3.4","4.2","2.5"
"3.4","4","1.9","3.4","3.2","3.3"
"2.7","4","1.9","3.4","2.1","4.9"
"2.8","2.5","3.1","2.5","4.1","4.8"
"3.5","4.4","2.4","4.5","2.2","2.7"
"3.3","2.5","4.2","3.3","3.1","3.8"
"2.8","1.1","3.7","3.3","1.4","2.4"
"3.2","3.1","2.4","3.6","3","3.8"
"2.75","4.25","1.75","3.75","2.75","4"
"3","3.5","3.8","2.9","4.3","4.8"
"2.7","3.2","3.6","2.4","2.8","3"
"2.75","3.75","2.75","2.75","3","3.75"
"2.83","1.2","2.27","3.18","1.9","1.3"
"3.5","3","1.5","2","4.75","3.75"
"3.4","3.3","2.9","3","3.3","4.3"
"3.8","4.6","2.8","3.6","3.5","2"
